category,opendb_id,name,manufacturer,part_numbers,socket,cpu_tdp_w,motherboard_ram_type,motherboard_form_factor,ram_type,ram_generation,ram_capacity_gb,ram_modules_quantity,gpu_tdp_w,gpu_memory_gb,psu_wattage_w,psu_efficiency_rating,case_form_factor,case_supported_motherboard_form_factors,storage_type,storage_interface,storage_nvme,storage_capacity_gb,price,score,reviews,pricing_match_sku,source_file
Motherboard,5bea65eb-9a5b-4408-afe8-aa751de4924b,ASUS ROG Strix X570-E Gaming AM4 DDR4 ATX,ASUS,ROG Strix X570-E Gaming|90MB1150-M0EAY0|ROG STRIX X570-E GAMING,AM4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,309.91,9.32,120,90MB1150-M0EAY0,Motherboard/5bea65eb-9a5b-4408-afe8-aa751de4924b.json
Motherboard,5cc281a8-dd9a-4c94-9bcb-d541a2eac8c3,ASRock A520 A520M-ITX/ac AM4 DDR4 Mini ITX,ASRock,A520M-ITX|ac|90-MXBDG0-A0UAYZ|A520M-ITX/AC,AM4,,DDR4,Mini-ITX,,DDR4,,,,,,,,,,,,,97.94214876,0,0,90-MXBDG0-A0UAYZ,Motherboard/5cc281a8-dd9a-4c94-9bcb-d541a2eac8c3.json
Motherboard,5ef5aa0d-7286-4293-ab02-9808fde512ab,Asus B460 TUF GAMING PRO (WI-FI) DDR4 ATX,ASUS,TUF GAMING B460-PRO (WI-FI)|90MB13P0-M0EAY0,LGA 1200,,DDR4,ATX,,DDR4,,,,,,,,,,,,,131.9,9.5,8,90MB13P0-M0EAY0,Motherboard/5ef5aa0d-7286-4293-ab02-9808fde512ab.json
Motherboard,5f1ebae0-bb18-46b1-b62b-cce5c78d97af,Asus B360 ROG STRIX B360-F GAMING LGA1151 DDR4 ATX,ASUS,STRIX B360-F GAMING|ROG STRIX B360-F GAMING|90MB0WG0-M0EAY0,LGA 1151,,DDR4,ATX,,DDR4,,,,,,,,,,,,,133.2975207,8.86,7,90MB0WG0-M0EAY0,Motherboard/5f1ebae0-bb18-46b1-b62b-cce5c78d97af.json
Motherboard,6016fcc5-9d99-446b-bb65-bb863b864200,Gigabyte B365M DS3H,Gigabyte,B365M DS3H|889523017203|B365M-DS3H,LGA 1151,,DDR4,Micro ATX,,,,,,,,,,,,,,,75.99,9,205,B365M-DS3H,Motherboard/6016fcc5-9d99-446b-bb65-bb863b864200.json
Motherboard,602bc4d1-436a-4b4a-b0c5-87d3a83ec889,ASUS ROG STRIX X399-E GAMING sTR4 DDR4 EATX,ASUS,ROG Strix X399-E Gaming|90MB0V70-M0EAY0|STRIX X399-E GAMING,TR4,,DDR4,EATX,,DDR4,,,,,,,,,,,,,331,9,8,90MB0V70-M0EAY0,Motherboard/602bc4d1-436a-4b4a-b0c5-87d3a83ec889.json
Motherboard,607da24a-aa7d-45b1-a9ac-69ed9c57f3ab,ASRock B460 Pro4 ATX LGA1200 DDR4 ATX,ASRock,B460 Pro4|90-MXBCN0-A0UAYZ,LGA 1200,,DDR4,ATX,,DDR4,,,,,,,,,,,,,97.3553719,0,0,90-MXBCN0-A0UAYZ,Motherboard/607da24a-aa7d-45b1-a9ac-69ed9c57f3ab.json
Motherboard,6095fba4-3f7b-4f0e-a3cb-aa2fce035abb,Asus X299 TUF MARK 1 ATX LGA2066 DDR4 ATX,ASUS,TUF X299 MARK 1|90MB0U00-M0EAY0,LGA 2066,,DDR4,ATX,,DDR4,,,,,,,,,,,,,264,10,1,90MB0U00-M0EAY0,Motherboard/6095fba4-3f7b-4f0e-a3cb-aa2fce035abb.json
Motherboard,614757cb-afe3-4f07-9aa4-2eece37b4082,Asus B360 TUF B360M-E GAMING DDR4 Micro ATX,ASUS,TUF B360M-E GAMING|90MB0WK0-M0EAY0,LGA 1151,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,94.38842975,9.33,3,90MB0WK0-M0EAY0,Motherboard/614757cb-afe3-4f07-9aa4-2eece37b4082.json
Motherboard,6244c472-22bf-4122-8df7-af6942e61405,ASRock A320 HDV R4.0 DDR4 Micro ATX,ASRock,A320M-HDV R4.0|90-MXB9L0-A0UAYZ,AM4,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,45.23966942,0,0,90-MXB9L0-A0UAYZ,Motherboard/6244c472-22bf-4122-8df7-af6942e61405.json
Motherboard,651319a7-bdc3-4034-ad09-4b344fefe8b6,Asus Z490 ROG MAXIMUS XII APEX LGA1200 DDR4 ATX,ASUS,ROG MAXIMUS XII APEX|90MB13D0-M0EAY0|MAXIMUS XII APEX,LGA 1200,,DDR4,ATX,,DDR4,,,,,,,,,,,,,494.9,9.33,6,90MB13D0-M0EAY0,Motherboard/651319a7-bdc3-4034-ad09-4b344fefe8b6.json
Motherboard,65f6f3f1-100f-4833-8f47-0316cd9033bc,MSI TRX40 Creator sTRX4 DDR4 EATX,MSI,Creator TRX40|7C59-003R|911-7C59-003,sTRX4,,DDR4,EATX,,DDR4,,,,,,,,,,,,,620,0,0,911-7C59-003,Motherboard/65f6f3f1-100f-4833-8f47-0316cd9033bc.json
Motherboard,669f9769-4190-4ce2-a374-6c79a865465b,Asus ROG Strix H370-F Gaming DDR4 ATX,ASUS,Strix H370-F Gaming|ROG STRIX H370-F GAMING|90MB0WF0-M0EAY0,LGA 1151,,DDR4,ATX,,DDR4,,,,,,,,,,,,,158.4958678,9.25,8,90MB0WF0-M0EAY0,Motherboard/669f9769-4190-4ce2-a374-6c79a865465b.json
Motherboard,6907de73-9c38-4e14-a0a4-ac140303b518,ASRock B450 Fatal1ty GAMING K4 DDR4 ATX,ASRock,B450 GAMING K4|Fatal1ty B450 GAMING K4|90-MXB8A0-A0UAYZ,AM4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,84.99,9.75,8,90-MXB8A0-A0UAYZ,Motherboard/6907de73-9c38-4e14-a0a4-ac140303b518.json
Motherboard,6993f214-44d2-4700-abeb-a9001cf15252,ASUS X570 ROG STRIX X570-I GAMING DDR4 MINI ITX,ASUS,ROG Strix X570-I Gaming|90MB1140-M0EAY0,AM4,,DDR4,Mini-ITX,,DDR4,,,,,,,,,,,,,285.9,8.8,10,90MB1140-M0EAY0,Motherboard/6993f214-44d2-4700-abeb-a9001cf15252.json
Motherboard,69fc99cf-87dd-4546-8150-e00b8fb136b8,Gigabyte Z490 AORUS ULTRA LGA1200 DDR4 ATX,Gigabyte,Z490 AORUS ULTRA|GA-Z490-AORUS-ULTRA|GAZ49UTRA-00-G,LGA 1200,,DDR4,ATX,,DDR4,,,,,,,,,,,,,248.5454545,0,0,GAZ49UTRA-00-G,Motherboard/69fc99cf-87dd-4546-8150-e00b8fb136b8.json
Motherboard,6af12831-b5b5-47c6-9ec1-ab5981d38327,ASRock B550 Taichi WIFI DDR4 ATX,ASRock,B550 Taichi|90-MXBD00-A0UAYZ,AM4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,309.91,0,0,90-MXBD00-A0UAYZ,Motherboard/6af12831-b5b5-47c6-9ec1-ab5981d38327.json
Motherboard,6baf0c2e-34a6-46b2-bf49-d2d9e1a08688,Asus B450 ROG Strix I Gaming DDR4 Mini ITX,ASUS,Strix B450-I Gaming|ROG Strix B450-I Gaming|90MB0Z50-M0EAY0,AM4,,DDR4,Mini-ITX,,DDR4,,,,,,,,,,,,,175.9,9.47,19,90MB0Z50-M0EAY0,Motherboard/6baf0c2e-34a6-46b2-bf49-d2d9e1a08688.json
Motherboard,6c4bf26d-16da-4729-b063-233ea599fc9c,Asus PRIME H410M-K DDR4 Micro ATX,ASUS,PRIME H410M-K|90MB13I0-M0EAY0,LGA 1200,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,61.99,9.5,4,90MB13I0-M0EAY0,Motherboard/6c4bf26d-16da-4729-b063-233ea599fc9c.json
Motherboard,6d962217-db39-473c-8aa6-05b22603f12c,Asus B360-G ROG STRIX GAMING DDR4 Micro ATX,ASUS,STRIX B360-G GAMING|ROG STRIX B360-G GAMING|90MB0WD0-M0EAY0,LGA 1151,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,109.2644628,9.13,16,90MB0WD0-M0EAY0,Motherboard/6d962217-db39-473c-8aa6-05b22603f12c.json
Motherboard,6e61142d-4e99-490c-aa0e-7b1333a9e4ea,Asus B460 ROG STRIX B460-I GAMING LGA1200 DDR4 Mini ITX,ASUS,ROG STRIX B460-I GAMING|90MB13X0-M0EAY0,LGA 1200,,DDR4,Mini-ITX,,DDR4,,,,,,,,,,,,,164.9,6,1,90MB13X0-M0EAY0,Motherboard/6e61142d-4e99-490c-aa0e-7b1333a9e4ea.json
Motherboard,711e8069-a8bd-4b05-a069-aa23a62e1c72,ASRock B550 M-HDV AM4 DDR4 Micro ATX,ASRock,B550M-HDV|90-MXBDJ0-A0UAYZ,AM4,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,89.99,0,0,90-MXBDJ0-A0UAYZ,Motherboard/711e8069-a8bd-4b05-a069-aa23a62e1c72.json
Motherboard,71415d53-b1c0-4f37-9b30-9ca07f3bb763,MSI X570 MPG GAMING EDGE WIFI DDR4 ATX,MSI,MPG X570 GAMING EDGE WIFI|7C37-001R|911-7C37-001|X570EDGEWIFI,AM4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,199.9,9.39,210,911-7C37-001,Motherboard/71415d53-b1c0-4f37-9b30-9ca07f3bb763.json
Motherboard,71485fc2-60a7-442a-8fc4-251f9bba2608,ASRock A520 M-HDV DDR4 Micro ATX,ASRock,A520M-HDV|90-MXBE50-A0UAYZ,AM4,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,62.10743802,0,0,90-MXBE50-A0UAYZ,Motherboard/71485fc2-60a7-442a-8fc4-251f9bba2608.json
Motherboard,72a7a6e9-4ab2-44c7-b1ce-4abfe2333067,Asus Z490 ROG STRIX Z490-I GAMING LGA1200 DDR4 Mini ITX,ASUS,ROG STRIX Z490-I GAMING|90MB13A0-M0EAY0,LGA 1200,,DDR4,Mini-ITX,,DDR4,,,,,,,,,,,,,293.322314,9.5,4,90MB13A0-M0EAY0,Motherboard/72a7a6e9-4ab2-44c7-b1ce-4abfe2333067.json
Motherboard,735068d1-f768-41ce-88ef-fe61fc0151ca,ASRock B360 Fatal1ty Gaming K4 DDR4 ATX,ASRock,B360 Gaming K4|90-MXB6Y0-A0UAYZ,LGA 1151,,DDR4,ATX,,DDR4,,,,,,,,,,,,,98.68595041,0,0,90-MXB6Y0-A0UAYZ,Motherboard/735068d1-f768-41ce-88ef-fe61fc0151ca.json
Motherboard,73be6d79-2ed5-4f45-aee7-92398f15ea69,Asus H370 Prime H370-Plus DDR4 ATX,ASUS,Prime H370-Plus|90MB0WA0-M0EAY0,LGA 1151,,DDR4,ATX,,DDR4,,,,,,,,,,,,,100,10,1,90MB0WA0-M0EAY0,Motherboard/73be6d79-2ed5-4f45-aee7-92398f15ea69.json
Motherboard,75ef8a7c-b1c1-4015-a6f6-285ded1e8f33,ASRock B365 Pro4 LGA1151 DDR4 ATX,ASRock,B365 Pro4|90-MXB9V0-A0UAYZ|B365 PRO4,LGA 1151,,DDR4,ATX,,DDR4,,,,,,,,,,,,,81.55371901,0,0,90-MXB9V0-A0UAYZ,Motherboard/75ef8a7c-b1c1-4015-a6f6-285ded1e8f33.json
Motherboard,75f679a2-77f3-4aa1-9014-82f1dea16a53,Asus X570 ROG Strix X570-F Gaming AM4 DDR4 ATX,ASUS,ROG Strix X570-F Gaming|STRIX X570-F GAMING|90MB1160-M0EAY0|ROG STRIX X570-F GAMING,AM4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,296.9,9.22,41,90MB1160-M0EAY0,Motherboard/75f679a2-77f3-4aa1-9014-82f1dea16a53.json
Motherboard,7b03ae1e-ace2-4b20-9968-bbbc1cee9db0,Asus B460 PRIME M-A DDR4 Micro ATX,ASUS,PRIME B460M-A|90MB13E0-M0EAY0,LGA 1200,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,89.99,9.14,7,90MB13E0-M0EAY0,Motherboard/7b03ae1e-ace2-4b20-9968-bbbc1cee9db0.json
Motherboard,7b603d3e-f153-47f7-a870-4ff7c6b94b5f,Gigabyte A320 GA-A320M-S2H AM4 DDR4 Micro ATX,Gigabyte,GA-A320M-S2H,AM4,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,51.90909091,8.68,62,GA-A320M-S2H,Motherboard/7b603d3e-f153-47f7-a870-4ff7c6b94b5f.json
Motherboard,7b6487da-b8c6-4f7a-9aad-52f04038b50e,Asus X299 Prime Deluxe II DDR4 ATX,ASUS,Prime X299-Deluxe II|90MB0ZB0-M0EAY0,LGA 2066,,DDR4,ATX,,DDR4,,,,,,,,,,,,,397,10,5,90MB0ZB0-M0EAY0,Motherboard/7b6487da-b8c6-4f7a-9aad-52f04038b50e.json
Motherboard,7be8ec98-5429-40c7-a741-34decefa0061,Asus B460 TUF GAMING PLUS DDR4 ATX,ASUS,TUF GAMING B460-PLUS|90MB13N0-M0EAY0,LGA 1200,,DDR4,ATX,,DDR4,,,,,,,,,,,,,112.91,9.56,32,90MB13N0-M0EAY0,Motherboard/7be8ec98-5429-40c7-a741-34decefa0061.json
Motherboard,7d27d3c2-3f93-4e07-8867-ec47e4347346,Gigabyte X570 GAMING X AM4 DDR4 ATX,Gigabyte,X570 GAMING X|GA-X570GAMING-X|MB-234212|889523018026,AM4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,164.9,8.64,72,X570 GAMING X,Motherboard/7d27d3c2-3f93-4e07-8867-ec47e4347346.json
Motherboard,7d957f41-5aa5-49a3-9d23-14acd1ca4764,ASRock B550 Phantom Gaming 4/ac AM4 DDR4 ATX,ASRock,B550 Phantom Gaming 4|90-MXBDZ0-A0UAYZ|B550 PHANTOM GAMING 4 AC|B550 PHAN GAM 4 AC,AM4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,112,0,0,90-MXBDZ0-A0UAYZ,Motherboard/7d957f41-5aa5-49a3-9d23-14acd1ca4764.json
Motherboard,7dcd0ab3-8d25-42e5-bc44-385df36355f3,Asus Z490 PRIME Z490M-PLUS DDR4 Micro ATX,ASUS,PRIME Z490M-PLUS|90MB12W0-M0EAY0,LGA 1200,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,152.9,9.43,14,90MB12W0-M0EAY0,Motherboard/7dcd0ab3-8d25-42e5-bc44-385df36355f3.json
Motherboard,81c4e656-6cd6-43f4-86c8-48bbffd12286,ASRock Z490 Pro4 LGA1200 DDR4 ATX,ASRock,Z490 Pro4|90-MXBC50-A0UAYZ,LGA 1200,,DDR4,ATX,,DDR4,,,,,,,,,,,,,131.5041322,0,0,90-MXBC50-A0UAYZ,Motherboard/81c4e656-6cd6-43f4-86c8-48bbffd12286.json
Motherboard,8219e56e-c7a3-4755-9b30-0d827d64366f,MSI Z390 MAG TOMAHAWK DDR4 ATX,MSI,MAG Z390 TOMAHAWK|Z390TOMAHAWK|7B18-001R|911-7B18-001,LGA 1151,,DDR4,ATX,,DDR4,,,,,,,,,,,,,154.9,9.62,163,911-7B18-001,Motherboard/8219e56e-c7a3-4755-9b30-0d827d64366f.json
Motherboard,84a35f78-fd92-4cd3-b4f9-5fc30629f8e9,ASRock Z490 Phantom Gaming-ITX/TB3 DDR4 Mini ITX,ASRock,Z490 Phantom Gaming-ITX|TB390-MXBC40-A0UAYZ|90-MXBC40-A0UAYZ|Z490 Phantom Gaming-ITX/TB3,LGA 1200,,DDR4,Mini-ITX,,DDR4,,,,,,,,,,,,,295.91,0,0,90-MXBC40-A0UAYZ,Motherboard/84a35f78-fd92-4cd3-b4f9-5fc30629f8e9.json
Motherboard,858f0780-0471-497f-a70a-f828d13c091b,Asus PRIME LGA1200 B460M-K DDR4 Micro ATX,ASUS,PRIME B460M-K|90MB1400-M0EAY0,LGA 1200,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,84.99,8.67,3,90MB1400-M0EAY0,Motherboard/858f0780-0471-497f-a70a-f828d13c091b.json
Motherboard,86f2ef33-8e7d-43f8-9857-d460c126f998,ASRock X470 Taichi Ultimate DDR4 ATX,ASRock,X470 Taichi Ultimate|90-MXB7H0-A0UAYZ,AM4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,316.6363636,10,2,90-MXB7H0-A0UAYZ,Motherboard/86f2ef33-8e7d-43f8-9857-d460c126f998.json
Motherboard,8721af4e-1cdb-4b39-b1c0-121ba13cbedb,ASRock Z490M Pro4 DDR4 Micro ATX,ASRock,Z490M Pro4|90-MXBBV0-A0UAYZ|Z490M PRO4,LGA 1200,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,144.0165289,0,0,90-MXBBV0-A0UAYZ,Motherboard/8721af4e-1cdb-4b39-b1c0-121ba13cbedb.json
Motherboard,8ae4f6c5-8845-4bc8-8238-ec1e075c5791,Asus X370 PRIME-PRO AM4 DDR4 ATX,ASUS,PRIME X370-PRO|90MB0TD0-M0EAY0,AM4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,99.98,9.11,100,90MB0TD0-M0EAY0,Motherboard/8ae4f6c5-8845-4bc8-8238-ec1e075c5791.json
Motherboard,8b4072c2-31fb-48dd-a297-e52b46fb1d0d,Asus H310 PRIME H310M-K R2.0 LGA1151 DDR4 Micro ATX,ASUS,PRIME H310M-K R2.0|90MB0Z30-M0EAY0,LGA 1151,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,55.99,8.84,31,90MB0Z30-M0EAY0,Motherboard/8b4072c2-31fb-48dd-a297-e52b46fb1d0d.json
Motherboard,8b4b04c2-91dc-4737-af33-d0b2244a80bc,Asus X570 PRIME-P AM4 DDR4 ATX,ASUS,PRIME X570-P|PRIMEX570-P|90MB11N0-M0EAY0,AM4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,184.9,9.16,161,90MB11N0-M0EAY0,Motherboard/8b4b04c2-91dc-4737-af33-d0b2244a80bc.json
Motherboard,8cfc1d67-47a5-48f4-badf-3c155128527f,Asus AMD TRX40 ROG STRIX TRX40-XE GAMING sTRX4 WIFI DDR4 ATX,ASUS,ROG STRIX TRX40-XE GAMING|90MB14M0-M0AAY0|90mb14m0-m0eay0,sTRX4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,611.9,0,0,90mb14m0-m0eay0,Motherboard/8cfc1d67-47a5-48f4-badf-3c155128527f.json
Motherboard,8d1a16fc-e757-45f6-9392-64e64b47b756,MSI Z390 MEG ACE DDR4 ATX,MSI,MEG Z390 ACE|Z390ACE|7B12-004R|911-7B12-004,LGA 1151,,DDR4,ATX,,DDR4,,,,,,,,,,,,,248.0826446,9.45,58,911-7B12-004,Motherboard/8d1a16fc-e757-45f6-9392-64e64b47b756.json
Motherboard,8d8b0cbb-b252-423b-9d68-e618a1d9a875,Asus Z390-A PRIME DDR4 ATX,ASUS,PRIME Z390-A|90MB0YT0-M0EAY0|90MB0YT0-M0AAY0|Prime Z390-A,LGA 1151,,DDR4,ATX,,DDR4,,,,,,,,,,,,,174.91,9.39,131,90MB0YT0-M0EAY0,Motherboard/8d8b0cbb-b252-423b-9d68-e618a1d9a875.json
Motherboard,8f98a779-9fff-4b63-bef6-6600606bd9e8,Gigabyte Z490 M LGA1200 DDR4 Micro ATX,Gigabyte,Z490M|GMZ490M-00-G|GA-Z490M,LGA 1200,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,129.91,9.25,8,GMZ490M-00-G,Motherboard/8f98a779-9fff-4b63-bef6-6600606bd9e8.json
Motherboard,8f9f5f05-f160-47fa-b7a5-f89de49d60e0,Gigabyte Z390 I AORUS PRO WIFI LGA1151 DDR4 Mini ITX,Gigabyte,Z390 I AORUS PRO WIFI|GA-Z390-I-AORUS-PRO-WIFI,LGA 1151,,DDR4,Mini-ITX,,DDR4,,,,,,,,,,,,,178.9,9.37,19,Z390 I AORUS PRO WIFI,Motherboard/8f9f5f05-f160-47fa-b7a5-f89de49d60e0.json
Motherboard,90fc35b9-a0c0-4819-9019-bcd20609681f,Asus TUF GAMING H470-PRO (WI-FI) DDR4 ATX,ASUS,TUF GAMING H470-PRO (WI-FI)|90MB13B0-M0EAY0,LGA 1200,,DDR4,ATX,,DDR4,,,,,,,,,,,,,151.9,0,0,90MB13B0-M0EAY0,Motherboard/90fc35b9-a0c0-4819-9019-bcd20609681f.json
Motherboard,9327b8b4-90f7-4c54-a343-51674c3d3dea,Gigabyte X399 AORUS PRO sTR4 DDR4 ATX,Gigabyte,X399 AORUS PRO,TR4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,264,8.42,24,X399 AORUS PRO,Motherboard/9327b8b4-90f7-4c54-a343-51674c3d3dea.json
Motherboard,933a837f-6972-45ac-9377-f9f7b72ce93a,Asus B450 TUF B450M-PRO GAMING DDR4 Micro ATX,ASUS,TUF B450M-PRO GAMING|B450M-PRO GAMING|90MB10A0-M0EAY0,AM4,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,99.99,9.32,129,90MB10A0-M0EAY0,Motherboard/933a837f-6972-45ac-9377-f9f7b72ce93a.json
Motherboard,9602e4c3-52b4-4fa8-86ee-946a2fda1d3e,Asus Z490 ROG MAXIMUS XII EXTREME DDR4 EATX,ASUS,ROG MAXIMUS XII EXTREME|MAXIMUS XII EXTREME|90MB12J0-M0EAY0,LGA 1200,,DDR4,EATX,,DDR4,,,,,,,,,,,,,899.9,10,6,90MB12J0-M0EAY0,Motherboard/9602e4c3-52b4-4fa8-86ee-946a2fda1d3e.json
Motherboard,9603f422-ecb3-4fad-ab37-009392eb2144,Asus Z490-H ROG STRIX GAMING LGA1200 DDR4 ATX,ASUS,ROG STRIX Z490-H GAMING|90MB12S0-M0EAY0,LGA 1200,,DDR4,ATX,,DDR4,,,,,,,,,,,,,239.89,9.6,5,90MB12S0-M0EAY0,Motherboard/9603f422-ecb3-4fad-ab37-009392eb2144.json
Motherboard,96dbf010-907d-4e5f-9e23-97ee4ca21c36,MSI X470 GAMING PRO MAX DDR4 ATX,MSI,X470 GAMING PRO MAX|7B79-007R,AM4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,180,9.22,120,7B79-007R,Motherboard/96dbf010-907d-4e5f-9e23-97ee4ca21c36.json
Motherboard,96ebfd8b-1775-4bde-9da1-7d41b401e66c,Asus Z370 PRIME Z370-A II LGA1151 DDR4 ATX,ASUS,PRIME Z370-A II|90MB0ZT0-M0EAY0,LGA 1151,,DDR4,ATX,,DDR4,,,,,,,,,,,,,159.89,9.31,35,90MB0ZT0-M0EAY0,Motherboard/96ebfd8b-1775-4bde-9da1-7d41b401e66c.json
Motherboard,9a55d5ed-88e1-4534-af30-b4d73b153626,Asus A520 PRIME A520M-E DDR4 Micro ATX,ASUS,PRIME A520M-E90MB1510-M0EAY0|90MB1510-M0EAY0|PRIME A520M-E,AM4,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,69.99,10,1,90MB1510-M0EAY0,Motherboard/9a55d5ed-88e1-4534-af30-b4d73b153626.json
Motherboard,9b463bd8-e901-4f94-8b31-8def583cf1d0,MSI X570 MPG GAMING PLUS DDR4 ATX,MSI,MPG X570 GAMING PLUS|X570GAMINGPLUS|7C37-004R|911-7C37-004,AM4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,184.9,9.26,378,911-7C37-004,Motherboard/9b463bd8-e901-4f94-8b31-8def583cf1d0.json
Motherboard,9c223ec5-91f2-4e6d-b8bd-d72a29252170,Asus B550 ROG STRIX B550-I GAMING AM4 DDR4 Mini ITX,ASUS,ROG STRIX B550-I GAMING|STRIX B550-I GAMING|90MB14L0-M0EAY0|90MB14L0-M0AAY0,AM4,,DDR4,Mini-ITX,,DDR4,,,,,,,,,,,,,214.9,9.38,16,90MB14L0-M0EAY0,Motherboard/9c223ec5-91f2-4e6d-b8bd-d72a29252170.json
Motherboard,9ebcbd52-4a6d-45c4-9080-04448a520747,Gigabyte Z490 VISION G LGA1200 DDR4 ATX,Gigabyte,Z490 VISION G|GAZ49VSG-00-G,LGA 1200,,DDR4,ATX,,DDR4,,,,,,,,,,,,,228.9,7.5,4,GAZ49VSG-00-G,Motherboard/9ebcbd52-4a6d-45c4-9080-04448a520747.json
Motherboard,9f5e3b56-01e9-4b30-8ca8-2421dd4497ce,Gigabyte A520M S2H (rev. 1.x),Gigabyte,A520M S2H|GA-A520M-S2H|GAA52MS2H-00-G,AM4,,DDR4,Micro ATX,,,,,,,,,,,,,,,62.99,10,1,GAA52MS2H-00-G,Motherboard/9f5e3b56-01e9-4b30-8ca8-2421dd4497ce.json
Motherboard,a0e60697-919a-4e93-a40f-09071b905424,Asus B365 PRIME B365M-K DDR4 Micro ATX,ASUS,PRIME B365M-K|PRIME-B365M-K|90MB10M0-M0EAY0,LGA 1151,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,72.99,8.71,28,90MB10M0-M0EAY0,Motherboard/a0e60697-919a-4e93-a40f-09071b905424.json
Motherboard,a1551722-fd03-4441-aa63-54b0ad90c4d1,Asus X570 ROG Crosshair VIII Hero DDR4 ATX,ASUS,90MB1100-M0EAY0|ROG CROSSHAIR VIII HERO,AM4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,419.89,8.67,3,90MB1100-M0EAY0,Motherboard/a1551722-fd03-4441-aa63-54b0ad90c4d1.json
Motherboard,a4ab1e53-0822-4da1-bfa7-451f6cf5a0d7,Asus Z490 ROG STRIX Z490-A GAMING LGA1200 DDR4 ATX,ASUS,ROG STRIX Z490-A GAMING|90MB12Y0-M0EAY0,LGA 1200,,DDR4,ATX,,DDR4,,,,,,,,,,,,,259.9,10,14,90MB12Y0-M0EAY0,Motherboard/a4ab1e53-0822-4da1-bfa7-451f6cf5a0d7.json
Motherboard,a4c5d464-08b5-4d25-9337-62c50f0e9661,Gigabyte X570 AORUS PRO AM4 DDR4 ATX,Gigabyte,X570 AORUS PRO,AM4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,259.9,9.37,35,X570 AORUS PRO,Motherboard/a4c5d464-08b5-4d25-9337-62c50f0e9661.json
Motherboard,a73bfafb-69ec-4fdd-bdf7-971ecd15fe84,Asus A320 PRIME A320M-A DDR4 Micro ATX,ASUS,PRIME A320M-A|90MB0VA0-M0EAY0,AM4,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,69.99,8.87,23,90MB0VA0-M0EAY0,Motherboard/a73bfafb-69ec-4fdd-bdf7-971ecd15fe84.json
Motherboard,a8868ad9-23e8-4a3b-b0af-20ba9a5f6e74,Asus ROG STRIX B450-F GAMING DDR4 ATX,ASUS,STRIX B450-F GAMING|ROG STRIX B450-F GAMING|90MB0YS0-M0EAY0,AM4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,129.91,9.44,418,90MB0YS0-M0EAY0,Motherboard/a8868ad9-23e8-4a3b-b0af-20ba9a5f6e74.json
Motherboard,a89bc20c-9293-4d6a-9ca9-520d8335d2d0,Asus B460-G ROG STRIX GAMING DDR4 Micro ATX,ASUS,ROG STRIX B460-G GAMING|90MB1460-M0EAY0,LGA 1200,,DDR4,Micro ATX,,DDR4,,,,,,,,,,,,,139.9,8,1,90MB1460-M0EAY0,Motherboard/a89bc20c-9293-4d6a-9ca9-520d8335d2d0.json
Motherboard,a8df59da-1025-464f-92f1-8e41336087a1,ASRock X570 Pro4 AM4 DDR4 ATX,ASRock,X570 Pro4|90-MXBAT0-A0UAYZ,AM4,,DDR4,ATX,,DDR4,,,,,,,,,,,,,175.9,9.38,13,90-MXBAT0-A0UAYZ,Motherboard/a8df59da-1025-464f-92f1-8e41336087a1.json
